job_id,position_title,department,tenure_track,full_time,part_time,adjunct,hourly,per_hour_wage,salary,listing_date,end_listing_date,openings
26,Associate Professor,Mathematics,0,0,0,1,0,52.242358886410955,109536,2008-09-09 14:25:43,2009-11-09 02:25:18,3
27,Professor,English,0,0,1,1,1,40.90136586614493,55923,2013-01-06 04:50:33,2019-07-13 08:03:24,5
28,Associate Professor,English,1,1,1,0,0,87.77208308761836,63180,2006-02-11 02:49:46,2012-09-21 19:18:40,4
29,Assistant Professor,Mathematics,0,1,0,0,1,78.78527921136298,138668,2009-11-17 19:59:35,2023-05-04 07:12:40,7
30,Assistant Professor,Computer Science,1,1,0,0,0,84.66611968048788,141553,2006-09-11 11:57:47,2007-12-08 21:41:27,7
31,Professor,English,1,1,0,0,1,90.43039548753697,101288,2020-03-10 00:40:28,2000-05-19 12:28:05,2
32,Professor,English,0,0,1,1,1,80.25465516248487,81173,2002-01-08 04:23:26,2008-11-18 22:41:34,3
33,Professor,Electrical Engineering,0,1,1,1,0,21.83135856324625,102666,2009-03-03 20:00:38,2021-08-26 00:36:34,5
34,Associate Professor,Physics,0,1,0,0,1,96.01421095438367,133821,2014-12-03 03:32:42,2005-06-09 02:32:06,8
35,Associate Professor,English,1,1,1,1,1,22.61021679775779,51928,2008-09-10 21:41:06,2005-11-19 12:54:44,2
36,Professor,Physics,0,0,1,1,0,70.40053363582314,81127,2001-10-15 02:54:27,2016-06-18 23:28:14,8
37,Professor,Electrical Engineering,1,0,0,1,1,43.1262517178033,96632,2012-09-01 23:08:44,2012-12-14 07:29:20,3
38,Associate Professor,English,1,0,0,1,0,49.98930051742428,141645,2015-05-02 04:06:10,2012-07-18 18:58:36,8
39,Associate Professor,Computer Science,0,1,0,0,0,27.34480828577243,134597,2005-06-24 11:55:20,2021-02-17 14:08:04,3
40,Assistant Professor,Electrical Engineering,0,1,0,0,1,20.62496190622771,55959,2022-03-08 15:43:32,2023-01-04 06:59:23,2
41,Assistant Professor,Mathematics,0,0,0,0,1,78.3044642648824,99262,2009-07-26 06:27:13,2015-12-06 14:01:38,5
42,Associate Professor,English,1,1,1,0,0,40.1746946225251,149327,2009-05-11 11:23:31,2007-06-11 01:42:58,8
43,Professor,Computer Science,1,0,0,0,1,43.370271200386064,125320,2000-12-27 06:25:28,2019-09-04 02:27:59,10
44,Assistant Professor,Art,1,0,1,1,0,25.220673089088702,80001,2009-11-08 02:08:33,2012-09-13 06:44:22,10
45,Professor,Art,1,0,0,0,0,73.15235185717711,123736,2010-06-26 15:50:33,2009-01-24 03:06:04,1
46,Professor,Art,1,0,1,1,0,70.36698730031686,56980,2022-06-02 07:57:25,2021-10-08 04:04:52,3
47,Professor,Electrical Engineering,0,0,1,0,0,95.47651758110237,71769,2019-07-01 05:27:30,2004-07-26 07:36:47,3
48,Assistant Professor,Computer Science,1,1,1,1,0,79.88824088040201,50832,2006-05-18 00:12:31,2000-08-27 23:23:40,1
49,Professor,Electrical Engineering,1,0,0,0,1,98.6913815741462,91356,2006-01-16 13:43:24,2006-09-19 13:33:36,6
50,Professor,Computer Science,0,0,0,0,0,40.84224634917342,95081,2001-12-07 12:20:48,2020-03-03 08:58:54,6
51,Professor,Art,0,1,1,1,0,33.4219393403489,129909,2019-12-25 16:19:04,2007-10-19 01:02:53,1
52,Professor,Electrical Engineering,0,0,0,1,0,19.67042859811976,70673,2023-06-14 12:59:10,2001-06-18 10:14:59,7
53,Assistant Professor,Mathematics,0,1,0,0,0,40.11150022213399,60081,2011-05-17 10:39:33,2002-02-13 09:11:57,1
54,Associate Professor,Art,0,0,1,1,1,35.41322227429161,85483,2012-08-28 22:37:18,2001-07-10 11:57:33,9
55,Assistant Professor,Art,0,0,1,1,0,44.8435211239248,130204,2000-02-02 11:27:19,2006-08-24 04:14:37,5
56,Assistant Professor,Computer Science,0,1,0,0,0,70.21595908935905,133586,2010-10-07 03:59:18,2019-04-28 09:46:27,5
57,Professor,Mathematics,1,0,1,1,1,35.208463272857934,62805,2007-11-15 09:47:45,2016-06-15 13:31:31,7
58,Assistant Professor,Computer Science,0,0,0,0,0,91.22075810242934,71946,2005-04-25 03:15:46,2012-05-03 00:09:26,6
59,Assistant Professor,Electrical Engineering,1,0,0,0,0,55.97737394491902,128645,2021-10-18 20:48:02,2018-08-08 14:13:05,5
60,Associate Professor,Computer Science,1,0,1,0,0,44.05988545236116,53574,2018-06-23 06:55:51,2016-01-14 08:53:57,1
61,Assistant Professor,Mathematics,0,1,1,0,1,27.631784583139982,96966,2000-01-25 16:18:36,2017-05-23 14:33:59,5
62,Assistant Professor,Electrical Engineering,0,0,1,1,1,93.13845708996693,140552,2006-04-13 12:14:08,2016-02-07 15:38:53,1
63,Associate Professor,English,0,1,0,0,0,51.514699217665004,109859,2016-04-21 22:48:35,2017-11-15 13:01:09,4
64,Associate Professor,Electrical Engineering,0,0,1,0,0,83.74690986979277,134501,2001-08-04 23:34:13,2011-03-16 07:08:36,2
65,Assistant Professor,Physics,0,1,1,0,0,48.872458377732166,148063,2006-04-11 10:49:50,2004-11-14 15:44:56,8
66,Assistant Professor,English,0,0,0,0,1,90.78139684853674,58805,2006-01-19 17:05:36,2007-05-16 05:52:10,7
67,Associate Professor,Computer Science,1,1,0,1,0,52.87527039314004,105231,2006-05-10 02:50:01,2023-10-16 13:02:04,7
68,Assistant Professor,English,1,1,1,0,0,46.66670533573443,51689,2003-07-08 05:33:38,2005-01-09 07:31:15,10
69,Professor,Electrical Engineering,0,0,0,0,0,38.852947093732354,77361,2011-09-15 09:11:33,2015-10-23 15:11:43,10
70,Assistant Professor,Computer Science,0,1,1,0,0,67.94081381118964,72686,2012-04-24 04:51:09,2013-08-07 07:26:32,9
71,Professor,English,0,1,0,0,1,46.563846973495515,120723,2018-04-27 11:02:23,2019-08-07 08:35:29,10
72,Associate Professor,Computer Science,0,0,0,0,1,31.408281090862324,62758,2003-07-20 13:38:34,2000-09-09 13:09:34,5
73,Assistant Professor,Art,1,0,0,1,1,92.35818374451469,135955,2004-02-06 03:43:09,2007-06-20 06:00:48,9
74,Professor,Electrical Engineering,1,1,1,1,0,40.7741563155768,57335,2007-12-04 09:41:54,2014-09-20 13:44:12,1
75,Assistant Professor,Electrical Engineering,0,1,0,1,1,41.76999412749386,95805,2015-03-16 15:26:42,2019-01-15 15:20:56,2
76,Associate Professor,Electrical Engineering,0,0,1,1,0,90.67448460252962,138804,2023-12-21 14:34:50,2012-02-19 17:47:39,9
77,Assistant Professor,Art,0,0,0,1,1,82.05869114176956,77194,2005-11-08 01:11:06,2001-09-18 20:05:14,9
78,Associate Professor,Computer Science,1,0,1,0,0,84.57439247686413,134082,2023-11-18 00:05:56,2005-10-25 21:26:29,6
79,Professor,Electrical Engineering,1,1,1,0,1,78.83612540615886,146851,2007-12-24 22:18:02,2011-06-19 06:21:59,10
80,Professor,Physics,1,0,0,1,0,33.871481657420674,50740,2020-06-11 17:31:40,2004-10-24 19:12:10,9
81,Assistant Professor,Mathematics,1,0,0,0,1,18.386972549555196,137775,2021-11-25 18:03:11,2001-02-27 00:57:57,8
82,Professor,Mathematics,0,0,0,0,1,57.177234874588336,137132,2013-05-05 05:55:19,2020-05-21 09:48:32,9
83,Associate Professor,Mathematics,1,1,0,1,1,94.6804789986436,116174,2010-03-12 21:43:52,2003-04-16 00:31:03,5
84,Professor,English,1,1,0,0,1,88.46041472688366,112627,2014-08-13 20:29:54,2000-11-13 17:07:09,1
85,Associate Professor,Electrical Engineering,0,0,0,0,0,83.24507010894291,83212,2010-06-02 23:42:21,2022-06-11 19:17:34,4
86,Assistant Professor,Mathematics,0,1,1,1,0,45.26856991631793,92135,2013-12-23 01:51:06,2009-08-01 01:01:24,9
87,Assistant Professor,Computer Science,0,1,0,1,1,88.51522954564516,147970,2001-10-12 15:22:12,2016-10-07 08:27:58,1
88,Associate Professor,English,0,0,0,0,0,81.10753987331056,144452,2006-03-26 06:00:10,2019-11-12 19:00:53,4
89,Assistant Professor,Computer Science,0,1,0,0,1,67.36929252812777,111146,2003-12-19 04:47:41,2013-07-28 16:43:24,7
90,Professor,Electrical Engineering,1,1,1,0,0,16.812980473148688,76435,2007-05-08 06:42:44,2017-02-17 01:11:02,8
91,Associate Professor,Art,0,0,1,1,1,57.861153322272784,66483,2016-06-18 22:42:44,2003-06-23 07:47:49,10
92,Associate Professor,English,1,1,1,1,1,55.9089993013023,67074,2006-11-10 05:31:21,2020-12-20 05:02:54,4
93,Assistant Professor,Mathematics,1,1,0,0,1,42.31566946657255,119795,2007-12-06 06:52:58,2009-08-07 11:15:00,9
94,Professor,Computer Science,1,1,0,0,0,47.22528579359683,102853,2023-11-02 09:10:40,2005-11-09 22:26:08,3
95,Professor,English,0,1,1,0,0,47.996418832116014,128943,2002-12-08 19:22:57,2023-06-02 11:41:29,9
96,Professor,Computer Science,1,0,1,0,0,63.57486202265399,53945,2016-10-09 18:56:51,2023-08-17 15:29:11,9
97,Professor,English,1,0,0,1,0,92.50061623344791,134489,2008-03-10 13:42:42,2018-09-06 12:53:10,1
98,Professor,English,1,0,1,0,0,40.72934795811054,71673,2014-06-14 02:08:47,2018-11-09 21:23:38,3
99,Associate Professor,Computer Science,1,1,1,1,0,70.85602869672286,106796,2007-01-15 07:13:45,2015-12-05 08:07:35,7
100,Assistant Professor,Mathematics,1,0,0,0,1,38.41606401894538,82235,2018-04-14 21:57:31,2005-06-15 20:15:40,4
101,Associate Professor,Computer Science,0,1,0,0,0,46.686954887164575,79185,2007-01-26 19:17:37,2000-04-04 02:09:24,6
102,Assistant Professor,English,1,0,0,1,0,50.26581196366136,147908,2010-08-26 16:56:18,2004-04-03 07:29:24,6
103,Professor,Art,0,1,1,0,0,72.5500406620746,87851,2012-03-15 07:53:41,2013-09-24 11:17:04,2
104,Associate Professor,Physics,0,0,1,1,0,74.03176820882888,134583,2016-08-09 03:22:53,2015-12-09 13:25:15,9
105,Professor,English,0,0,0,1,0,61.99262529069666,146524,2020-06-16 09:40:57,2004-05-15 03:12:35,7
106,Associate Professor,English,0,1,0,1,1,45.18204183407502,130784,2011-04-16 16:56:13,2016-09-15 21:00:19,4
107,Assistant Professor,English,1,1,0,1,0,39.05099109613001,61989,2022-08-20 15:21:11,2001-05-05 20:17:17,2
108,Assistant Professor,English,0,0,1,0,0,81.38640839312124,53215,2020-04-27 06:10:22,2013-08-08 04:54:18,8
109,Assistant Professor,Electrical Engineering,0,1,0,0,1,93.26418226665719,117038,2011-09-21 09:20:04,2006-03-20 14:07:50,7
110,Professor,Computer Science,0,1,1,0,0,80.9615494295237,92070,2000-08-23 01:27:52,2004-01-03 21:47:43,3
111,Assistant Professor,Electrical Engineering,1,1,0,0,1,23.659346722010767,109708,2006-09-19 09:25:14,2009-09-03 23:53:25,8
112,Assistant Professor,Computer Science,1,1,1,1,1,79.21976241352554,102736,2022-11-14 01:20:09,2004-10-02 07:52:23,10
113,Assistant Professor,Computer Science,0,1,1,1,1,42.61918219711052,121565,2000-09-12 23:51:29,2012-02-24 06:30:56,2
114,Associate Professor,Art,0,0,0,1,0,52.67394955714965,146195,2014-11-10 13:57:25,2005-09-02 14:13:24,8
115,Assistant Professor,Art,0,0,0,1,1,61.913444799970904,120297,2006-05-10 04:30:52,2021-11-05 18:58:01,3
116,Assistant Professor,Mathematics,0,1,0,1,0,80.91320588167864,97625,2000-10-07 03:10:25,2006-12-27 12:06:32,9
117,Professor,Mathematics,0,1,0,0,1,60.51605750532308,72762,2010-09-06 07:40:42,2013-01-06 14:46:44,8
118,Assistant Professor,Art,0,0,0,0,1,16.27530168536683,142483,2010-04-19 23:54:28,2023-11-01 09:43:01,7
119,Assistant Professor,English,1,0,0,0,0,52.64677728007772,54770,2021-03-09 04:46:09,2017-04-07 07:35:23,6
120,Associate Professor,Art,1,0,1,1,0,96.66324990666364,88994,2005-02-20 13:50:49,2009-12-03 11:33:37,5
121,Associate Professor,Art,1,1,1,1,1,70.04854565187381,118397,2006-03-22 09:55:58,2008-01-05 23:51:49,10
122,Associate Professor,Computer Science,1,0,1,1,0,22.42626410190815,87223,2011-08-15 22:13:08,2023-02-21 05:27:18,5
123,Associate Professor,Physics,1,1,0,0,0,99.99757894365317,145378,2001-12-06 02:23:53,2010-03-18 19:06:47,9
124,Assistant Professor,Art,0,0,1,1,0,39.2611136382797,118047,2009-01-05 14:03:25,2021-01-10 04:44:52,1
125,Associate Professor,Art,0,1,0,0,0,69.84777189619021,109561,2015-03-12 16:41:56,2009-07-07 08:06:20,8
126,Professor,Physics,0,0,1,0,1,76.65520722121471,51007,2003-04-08 17:11:41,2006-03-10 07:43:04,4
127,Assistant Professor,Mathematics,0,0,1,0,0,80.46161993994076,58716,2023-01-15 06:10:54,2020-09-15 00:57:24,8
128,Professor,Computer Science,1,1,0,0,0,37.723209710108996,123281,2010-06-12 04:46:38,2014-11-23 19:42:38,2
129,Associate Professor,Mathematics,1,0,1,1,1,16.528745691991965,68282,2022-06-22 05:56:06,2014-11-25 02:47:08,3
130,Assistant Professor,Mathematics,0,1,0,1,0,85.08151436190673,110963,2023-09-11 17:34:33,2011-01-22 13:05:25,4
131,Associate Professor,Computer Science,0,0,0,1,0,53.787153728875516,132286,2022-01-28 17:15:53,2019-08-23 00:27:43,8
132,Associate Professor,Mathematics,0,1,0,1,1,42.464719965118285,89129,2006-11-11 08:33:45,2015-07-05 10:36:19,3
133,Professor,Computer Science,0,1,1,1,0,22.883873180152708,123117,2010-11-03 15:06:11,2019-06-18 17:12:07,6
134,Associate Professor,Mathematics,1,1,1,0,0,58.795617191565974,140592,2022-03-11 17:23:56,2014-06-20 02:00:44,5
135,Associate Professor,Art,1,0,1,0,0,78.0947536296065,57981,2000-07-16 06:03:46,2016-05-23 18:50:35,8
136,Assistant Professor,Art,0,0,1,0,1,96.38861300226505,96120,2014-04-15 06:23:25,2003-08-23 06:13:13,5
137,Professor,Electrical Engineering,1,0,1,1,1,57.07074300265776,147097,2022-05-08 15:38:16,2001-09-28 14:24:07,6
138,Professor,Mathematics,0,1,0,0,0,28.958297785821298,62214,2020-10-27 07:26:29,2014-07-06 18:52:01,10
139,Associate Professor,Computer Science,1,1,1,1,1,51.019680211875404,78261,2011-02-01 21:02:11,2002-06-08 23:51:11,4
140,Associate Professor,Mathematics,1,0,1,0,0,71.42218793132133,61152,2002-06-20 10:09:40,2008-07-05 13:47:39,7
141,Professor,Physics,1,0,1,0,0,96.64201018988346,140883,2008-08-12 11:40:21,2013-11-02 07:26:57,4
142,Assistant Professor,Mathematics,0,0,0,0,1,58.332183135988195,78551,2018-09-24 15:26:24,2013-07-07 22:48:45,4
143,Professor,Physics,1,0,0,1,1,84.89495386767359,147413,2021-10-21 11:06:39,2009-09-05 13:11:27,7
144,Associate Professor,Physics,0,1,0,0,0,58.49713525299484,79551,2017-06-21 13:36:52,2013-01-08 07:01:27,5
145,Professor,Art,0,1,1,0,1,63.433049892325755,100810,2002-08-20 03:43:57,2005-05-27 11:40:18,2
146,Professor,Computer Science,0,0,1,0,1,15.016576413632713,131604,2008-11-16 04:07:50,2022-08-01 01:25:59,4
147,Professor,English,0,1,0,0,0,45.67321557311594,50994,2004-01-27 14:24:49,2002-11-09 10:47:43,4
148,Professor,English,0,1,1,0,0,80.72016935266976,144334,2011-11-17 11:12:16,2016-12-17 03:26:38,10
149,Associate Professor,Computer Science,0,0,1,1,1,18.87694859728909,75159,2019-09-21 22:15:09,2015-12-01 18:07:30,1
150,Assistant Professor,Computer Science,1,0,1,1,1,63.96375310451587,86078,2003-08-24 08:52:48,2022-01-05 02:22:14,5
151,Professor,Computer Science,1,1,0,1,1,65.80293256979161,73731,2000-08-16 16:13:24,2003-03-24 02:27:10,9
152,Associate Professor,Mathematics,0,0,0,1,0,97.8199316587616,91927,2019-11-01 04:06:26,2013-11-01 23:57:43,1
153,Assistant Professor,Computer Science,0,1,1,1,0,41.85458996085066,126753,2005-02-12 05:59:30,2006-01-28 15:52:41,8
154,Associate Professor,English,0,1,1,1,0,59.872783396462275,53083,2004-08-12 17:31:15,2003-08-20 21:43:52,1
155,Professor,Electrical Engineering,1,1,0,1,0,60.17761671462035,100118,2023-02-06 21:46:25,2003-06-02 18:01:03,6
156,Assistant Professor,Computer Science,0,1,0,0,1,40.7459737435902,108696,2014-02-12 05:03:06,2019-05-02 00:57:10,3
157,Assistant Professor,Electrical Engineering,1,1,1,0,0,75.72993263954085,93800,2006-01-22 20:42:38,2001-06-11 23:00:46,7
158,Professor,Computer Science,1,1,0,0,0,72.97563831769935,70415,2013-02-14 13:49:10,2004-08-05 05:58:35,8
159,Associate Professor,Physics,0,1,0,1,1,80.4701349776057,111248,2020-11-09 11:06:03,2006-06-19 16:52:22,3
160,Assistant Professor,Art,0,0,1,1,0,91.45587373360237,60296,2019-10-21 06:41:55,2012-11-27 00:17:03,6
161,Associate Professor,Mathematics,1,1,1,1,1,95.7793375615529,71306,2007-11-03 17:21:54,2020-06-23 19:21:19,2
162,Associate Professor,Computer Science,1,1,1,1,1,89.6215441936492,129841,2004-05-03 15:09:13,2019-04-16 07:08:46,7
163,Assistant Professor,Art,0,1,0,0,1,62.694985634628885,76856,2018-06-16 09:28:48,2007-01-21 09:01:04,3
164,Associate Professor,Mathematics,1,1,1,0,1,51.19148161957674,134224,2021-11-24 00:58:34,2007-06-04 07:51:48,8
165,Professor,English,0,1,0,1,0,78.77236129735537,130948,2017-11-21 22:49:32,2023-06-25 18:16:30,1
166,Associate Professor,Art,1,1,1,0,1,54.65989240724134,116722,2004-02-28 11:37:21,2011-01-09 23:47:36,5
167,Professor,Physics,0,0,0,1,0,70.82605446220231,122053,2007-07-17 05:14:54,2008-10-12 16:12:35,1
168,Associate Professor,English,0,0,0,0,1,68.71152444133298,127305,2023-01-19 03:31:20,2012-02-02 11:33:48,6
169,Professor,Physics,0,1,0,0,0,57.77810958774302,72738,2002-02-28 22:50:05,2000-05-03 18:25:28,3
170,Professor,Physics,0,0,1,1,1,54.712722541185464,52557,2009-11-14 18:40:16,2015-03-12 06:59:02,1
171,Assistant Professor,Physics,0,0,0,0,0,50.02969889256774,72462,2005-09-13 00:13:01,2009-04-14 09:49:08,2
172,Associate Professor,Computer Science,1,0,1,0,0,17.14722991450623,63514,2016-08-21 20:26:34,2023-01-28 07:46:21,9
173,Associate Professor,Computer Science,1,1,0,1,0,43.88300834121574,66883,2023-01-08 21:09:37,2018-12-01 04:08:17,6
174,Assistant Professor,Computer Science,0,1,1,1,0,36.94346373988927,79488,2006-10-22 06:45:10,2001-06-08 23:16:18,9
175,Professor,Electrical Engineering,0,1,1,1,1,31.880216236571083,91305,2006-05-21 00:54:38,2000-11-15 02:46:43,2
176,Professor,Electrical Engineering,0,1,0,0,0,57.157036114786706,141469,2013-07-07 23:51:58,2006-03-06 12:29:53,6
177,Associate Professor,Physics,1,1,0,1,1,20.34263577643474,50459,2009-04-15 13:30:09,2019-09-14 06:55:17,7
178,Assistant Professor,English,1,0,1,1,1,43.04606445868041,76016,2013-09-24 10:32:13,2016-06-17 10:54:00,8
179,Professor,Mathematics,0,1,1,1,1,23.902064382464815,106770,2011-01-26 14:59:02,2009-12-09 15:02:41,1
180,Assistant Professor,English,0,1,1,0,0,90.0583706199803,88171,2017-02-15 16:55:46,2021-04-27 18:59:29,4
181,Associate Professor,Mathematics,1,0,1,0,1,28.3262925119315,102347,2016-05-12 00:17:44,2014-10-04 08:39:17,5
182,Professor,Physics,1,1,1,1,0,41.92100774952195,77065,2000-06-10 19:10:15,2013-08-24 08:15:52,9
183,Professor,Physics,1,1,0,0,1,92.02482734784235,134261,2016-12-07 22:15:25,2003-06-24 01:38:07,3
184,Professor,Electrical Engineering,0,1,0,1,0,76.97240186117462,61640,2008-06-05 13:56:44,2000-09-10 02:25:04,4
185,Assistant Professor,Art,1,0,0,0,1,96.30714491435602,60922,2017-06-05 01:24:12,2003-12-17 03:23:48,10
186,Associate Professor,Electrical Engineering,0,1,0,0,0,39.89094285532775,54781,2014-03-19 04:30:08,2010-12-28 12:34:42,8
187,Associate Professor,Mathematics,0,1,1,0,1,26.87053650559717,65618,2007-02-05 19:03:21,2012-01-20 07:23:58,2
188,Assistant Professor,English,0,1,1,0,0,63.358610815313504,102682,2007-05-12 02:06:47,2004-12-24 02:14:28,10
189,Associate Professor,Electrical Engineering,1,0,0,0,1,65.33289707027299,121162,2005-04-26 05:59:21,2020-06-11 11:20:27,9
190,Associate Professor,Electrical Engineering,1,0,1,0,1,23.65367459497967,76088,2008-03-09 20:46:55,2012-12-21 21:09:57,5
191,Associate Professor,Art,1,1,0,0,0,91.1364121109476,96585,2004-02-08 01:49:14,2013-08-23 21:35:19,10
192,Professor,Art,1,0,1,1,1,64.94722767654392,65470,2019-03-05 22:24:29,2017-10-07 21:25:16,8
193,Assistant Professor,Mathematics,1,1,0,1,0,73.39453408278376,79833,2021-12-19 21:08:34,2000-02-26 23:48:15,6
194,Associate Professor,Mathematics,1,1,1,0,1,29.41863507299889,145234,2003-06-14 10:36:42,2023-11-09 23:12:27,7
195,Associate Professor,Mathematics,0,0,0,1,0,47.98185479050459,148770,2022-01-14 21:49:44,2012-05-05 09:14:32,4
196,Professor,English,1,1,0,1,1,77.2175525583011,142066,2018-07-19 04:09:56,2004-12-03 07:23:57,3
197,Associate Professor,Mathematics,0,1,1,0,1,45.21209936515514,103672,2002-01-16 23:45:50,2012-07-14 13:32:58,2
198,Assistant Professor,Mathematics,0,0,0,0,0,87.85498777888563,71301,2005-02-15 23:20:21,2006-11-02 17:50:39,5
199,Assistant Professor,Computer Science,1,0,1,1,0,66.96170110579473,96514,2019-07-05 16:09:13,2003-03-25 06:47:28,10
200,Assistant Professor,English,0,0,0,0,1,72.25985497089547,147578,2003-05-14 15:27:33,2014-05-26 08:09:29,1
201,Assistant Professor,Art,0,1,1,1,1,16.83911259565844,136965,2015-06-19 08:37:20,2010-06-09 00:12:48,8
202,Professor,Physics,0,0,0,0,0,34.25560601329282,124247,2012-12-05 23:16:59,2017-04-06 12:37:57,7
203,Associate Professor,Mathematics,0,1,0,1,0,97.409833466737,111496,2023-10-10 20:16:00,2021-02-22 01:27:21,10
204,Professor,Art,0,1,1,1,0,91.77169064127237,128275,2022-06-24 14:52:47,2007-12-13 02:59:41,10
205,Assistant Professor,Art,0,0,0,0,1,37.39676850650562,65943,2014-11-18 09:09:16,2015-11-23 07:13:35,10
206,Professor,Art,0,1,1,0,1,35.8283337179791,123965,2001-11-14 10:53:30,2020-01-12 20:33:49,7
207,Assistant Professor,Physics,1,0,1,0,0,35.39785356419483,66114,2001-09-05 07:20:50,2010-10-15 01:29:37,8
208,Associate Professor,Mathematics,1,1,0,1,1,17.989862679988537,140312,2003-12-24 16:40:35,2009-04-13 01:43:42,6
209,Professor,Physics,0,1,1,0,1,30.372966630083678,89978,2018-10-19 20:15:19,2001-03-22 13:42:50,9
210,Assistant Professor,Computer Science,0,1,1,0,1,41.40224780090639,69015,2022-10-15 05:55:44,2020-09-18 11:39:13,2
211,Professor,Computer Science,1,0,0,1,0,58.38466090269942,57680,2015-02-03 00:44:36,2008-10-01 16:14:23,6
212,Professor,Physics,0,0,1,0,1,83.71593860503862,92885,2011-03-09 11:25:01,2004-07-11 17:09:59,5
213,Professor,Computer Science,1,0,0,1,1,53.84304072826179,104149,2013-07-28 13:25:10,2004-11-07 16:01:03,9
214,Professor,Electrical Engineering,0,1,1,1,1,15.683440149405774,143506,2016-09-15 18:11:57,2000-04-14 04:05:07,3
215,Associate Professor,Computer Science,1,1,1,0,1,19.160983157287404,126143,2011-01-20 23:41:33,2019-10-16 20:08:27,3
216,Assistant Professor,Art,0,1,0,0,1,84.44282641724193,125759,2009-08-16 04:52:40,2001-10-08 00:45:44,10
217,Assistant Professor,English,0,1,0,0,0,48.02721903024341,61579,2013-07-02 18:52:02,2022-10-17 21:17:16,10
218,Assistant Professor,Electrical Engineering,1,0,0,0,1,98.36036847630982,66795,2011-07-20 05:56:51,2006-01-11 04:51:32,9
219,Professor,Computer Science,1,0,1,1,0,72.90626807974589,89639,2002-08-25 10:02:23,2010-08-07 00:56:44,3
220,Professor,Art,0,1,0,1,0,28.46847029656736,74488,2011-01-23 05:05:12,2012-03-18 17:25:20,3
221,Assistant Professor,English,0,0,0,0,0,98.73440488873183,142481,2003-06-16 07:45:42,2020-10-04 12:20:37,4
